"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 27, 2014","171.01","171.15","171.21","170.75","5.16M","0.05%"
"Aug 26, 2014","170.93","170.82","171.35","170.78","3.58M","0.18%"
"Aug 25, 2014","170.62","170.56","171.06","170.44","2.59M","0.44%"
"Aug 22, 2014","169.87","170.01","170.48","169.65","5.15M","-0.18%"
"Aug 21, 2014","170.18","169.81","170.53","169.69","2.65M","0.34%"
"Aug 20, 2014","169.60","168.72","169.74","168.72","3.11M","0.42%"
"Aug 19, 2014","168.89","168.64","169.02","168.33","3.06M","0.49%"
"Aug 18, 2014","168.06","167.25","168.12","167.23","2.98M","1.03%"
"Aug 15, 2014","166.35","167.42","167.46","165.44","7.03M","-0.45%"
"Aug 14, 2014","167.10","166.69","167.10","166.46","2.75M","0.37%"
"Aug 13, 2014","166.49","166.00","166.66","165.76","2.84M","0.60%"
"Aug 12, 2014","165.49","165.28","165.77","165.00","3.27M","-0.04%"
"Aug 11, 2014","165.55","165.96","166.15","165.47","5.76M","0.13%"
"Aug 08, 2014","165.34","163.67","165.38","163.44","5.41M","1.09%"
"Aug 07, 2014","163.55","164.85","164.89","163.13","4.96M","-0.40%"
"Aug 06, 2014","164.20","163.46","164.75","163.37","4.78M","0.17%"
"Aug 05, 2014","163.92","164.80","165.14","163.34","8.52M","-0.85%"
"Aug 04, 2014","165.33","164.80","165.61","164.11","4.40M","0.46%"
"Aug 01, 2014","164.57","164.80","165.51","164.01","7.44M","-0.44%"
"Jul 31, 2014","165.29","167.27","167.43","165.29","9.04M","-1.89%"
"Jul 30, 2014","168.48","169.27","169.52","167.78","5.45M","-0.18%"
"Jul 29, 2014","168.78","169.89","170.19","168.78","3.69M","-0.37%"
"Jul 28, 2014","169.41","169.23","169.65","168.37","3.61M","0.15%"
"Jul 25, 2014","169.16","169.77","169.85","168.76","5.72M","-0.75%"
"Jul 24, 2014","170.44","170.66","170.85","170.22","3.23M","-0.07%"
"Jul 23, 2014","170.56","170.81","170.81","170.20","2.61M","-0.11%"
"Jul 22, 2014","170.74","170.56","170.96","170.43","3.80M","0.33%"
"Jul 21, 2014","170.18","170.10","170.38","169.36","2.89M","-0.23%"
"Jul 18, 2014","170.58","169.95","170.76","169.74","6.93M","0.57%"
"Jul 17, 2014","169.61","170.81","171.32","169.46","6.15M","-0.85%"
"Jul 16, 2014","171.07","170.96","171.16","170.66","3.20M","0.40%"
"Jul 15, 2014","170.38","170.51","170.91","169.78","5.17M","0.05%"
"Jul 14, 2014","170.29","170.15","170.61","170.04","2.83M","0.64%"
"Jul 11, 2014","169.20","168.77","169.22","168.32","2.83M","0.14%"
"Jul 10, 2014","168.96","167.89","169.34","167.70","4.93M","-0.37%"
"Jul 09, 2014","169.58","169.18","169.73","168.86","3.55M","0.44%"
"Jul 08, 2014","168.84","169.58","169.60","168.44","5.44M","-0.60%"
"Jul 07, 2014","169.86","169.88","170.01","169.55","2.94M","-0.36%"
"Jul 03, 2014","170.47","169.85","170.47","169.73","2.07M","0.63%"
"Jul 02, 2014","169.40","169.31","169.51","169.18","1.93M","0.12%"
"Jul 01, 2014","169.20","168.29","169.64","168.23","4.91M","0.78%"
"Jun 30, 2014","167.89","167.91","168.35","167.65","6.49M","-0.17%"
"Jun 27, 2014","168.17","167.76","168.25","167.34","3.09M","0.05%"
"Jun 26, 2014","168.08","168.38","168.39","167.06","4.05M","-0.12%"
"Jun 25, 2014","168.28","167.52","168.48","167.51","3.66M","0.24%"
"Jun 24, 2014","167.87","168.83","169.33","167.67","4.86M","-0.62%"
"Jun 23, 2014","168.91","169.06","169.12","168.58","2.73M","-0.10%"
"Jun 20, 2014","169.08","169.25","169.42","168.96","5.37M","-0.01%"
"Jun 19, 2014","169.09","169.02","169.19","168.54","3.04M","0.09%"
"Jun 18, 2014","168.93","168.05","169.06","167.35","4.73M","0.55%"
"Jun 17, 2014","168.00","167.43","168.20","167.24","2.89M","0.18%"
"Jun 16, 2014","167.69","167.39","167.97","167.15","3.07M","0.04%"
"Jun 13, 2014","167.62","167.54","167.83","167.13","2.71M","0.20%"
"Jun 12, 2014","167.29","168.29","168.34","166.98","5.42M","-0.63%"
"Jun 11, 2014","168.35","168.75","168.81","168.09","3.07M","-0.59%"
"Jun 10, 2014","169.35","169.15","169.37","168.84","2.82M","0.06%"
"Jun 09, 2014","169.24","169.12","169.58","169.02","2.71M","0.09%"
"Jun 06, 2014","169.08","168.58","169.12","168.46","4.12M","0.56%"
"Jun 05, 2014","168.14","167.51","168.31","166.92","5.42M","0.60%"
"Jun 04, 2014","167.13","166.89","167.27","166.58","2.27M","0.07%"
"Jun 03, 2014","167.02","166.94","167.20","166.75","4.13M","-0.11%"
"Jun 02, 2014","167.20","167.25","167.40","166.63","4.45M","0.16%"
"May 30, 2014","166.93","166.60","167.02","166.30","2.77M","0.09%"
"May 29, 2014","166.78","166.47","166.79","166.03","2.76M","0.42%"
"May 28, 2014","166.09","166.54","166.55","165.95","3.68M","-0.23%"
"May 27, 2014","166.47","166.45","166.60","166.13","2.56M","0.39%"
"May 23, 2014","165.83","165.29","165.87","165.19","2.86M","0.39%"
"May 22, 2014","165.18","165.09","165.39","164.60","3.56M","0.12%"
"May 21, 2014","164.98","163.95","165.15","163.89","4.90M","1.02%"
"May 20, 2014","163.32","164.70","164.72","163.04","4.86M","-0.84%"
"May 19, 2014","164.71","164.14","164.91","164.03","2.88M","0.06%"
"May 16, 2014","164.61","164.16","164.64","163.77","5.12M","0.04%"
"May 15, 2014","164.55","165.78","165.87","164.02","7.54M","-0.94%"
"May 14, 2014","166.11","167.09","167.14","165.92","3.11M","-0.56%"
"May 13, 2014","167.05","167.10","167.29","166.95","4.13M","0.15%"
"May 12, 2014","166.80","166.31","166.93","166.28","3.95M","0.65%"
"May 09, 2014","165.72","165.29","165.78","164.87","4.23M","0.22%"
"May 08, 2014","165.35","165.02","166.07","164.86","6.00M","0.19%"
"May 07, 2014","165.03","164.51","165.08","163.39","5.58M","0.79%"
"May 06, 2014","163.73","164.66","164.68","163.68","5.28M","-0.73%"
"May 05, 2014","164.93","163.97","165.17","163.45","4.06M","0.11%"
"May 02, 2014","164.75","165.16","165.85","164.53","7.04M","-0.29%"
"May 01, 2014","165.23","165.30","165.71","164.90","3.89M","-0.13%"
"Apr 30, 2014","165.45","164.92","165.60","164.83","4.96M","0.27%"
"Apr 29, 2014","165.00","164.62","165.27","164.49","4.58M","0.51%"
"Apr 28, 2014","164.17","164.13","164.69","162.78","7.24M","0.50%"
"Apr 25, 2014","163.35","164.08","164.19","163.00","5.10M","-0.81%"
"Apr 24, 2014","164.69","165.01","165.11","164.19","4.03M","0.03%"
"Apr 23, 2014","164.64","164.94","164.99","164.45","3.55M","-0.10%"
"Apr 22, 2014","164.80","164.30","165.30","164.23","4.05M","0.47%"
"Apr 21, 2014","164.03","163.84","164.25","163.70","3.07M","0.17%"
"Apr 17, 2014","163.75","163.61","164.19","163.33","5.79M","-0.16%"
"Apr 16, 2014","164.02","163.43","164.03","162.93","5.87M","1.02%"
"Apr 15, 2014","162.36","161.67","162.47","160.38","8.49M","0.56%"
"Apr 14, 2014","161.45","161.08","161.62","160.27","6.27M","0.89%"
"Apr 11, 2014","160.02","160.67","161.32","159.88","11.07M","-0.90%"
"Apr 10, 2014","161.47","164.12","164.31","161.27","9.98M","-1.60%"
"Apr 09, 2014","164.10","163.00","164.14","162.43","6.02M","1.09%"
"Apr 08, 2014","162.33","162.10","162.73","161.55","5.93M","0.10%"
"Apr 07, 2014","162.16","163.58","163.93","162.12","8.63M","-1.05%"
"Apr 04, 2014","163.88","166.01","166.06","163.58","10.56M","-0.88%"
"Apr 03, 2014","165.34","165.72","165.75","164.96","4.45M","-0.02%"
"Apr 02, 2014","165.37","165.19","165.57","164.75","5.60M","0.25%"
"Apr 01, 2014","164.95","164.67","165.31","164.58","4.08M","0.43%"
"Mar 31, 2014","164.24","163.72","164.46","163.64","6.37M","0.85%"
"Mar 28, 2014","162.85","162.61","163.82","162.32","4.54M","0.35%"
"Mar 27, 2014","162.28","162.25","162.68","161.54","7.71M","-0.03%"
"Mar 26, 2014","162.33","164.07","164.33","162.32","6.13M","-0.65%"
"Mar 25, 2014","163.39","163.37","163.72","162.57","5.99M","0.58%"
"Mar 24, 2014","162.44","163.13","163.46","161.78","6.34M","-0.12%"
"Mar 21, 2014","162.63","163.47","164.20","162.53","7.63M","-0.41%"
"Mar 20, 2014","163.30","161.85","163.47","161.48","6.62M","0.68%"
"Mar 19, 2014","162.19","163.26","163.57","161.15","7.94M","-0.67%"
"Mar 18, 2014","163.28","162.69","163.64","162.55","7.09M","0.56%"
"Mar 17, 2014","162.37","161.40","162.67","161.33","6.64M","1.07%"
"Mar 14, 2014","160.65","160.73","161.60","160.38","8.60M","-0.25%"
"Mar 13, 2014","161.05","163.74","164.03","160.78","9.50M","-1.34%"
"Mar 12, 2014","163.23","162.66","163.57","162.47","5.26M","-0.12%"
"Mar 11, 2014","163.42","164.28","164.49","163.11","5.22M","-0.35%"
"Mar 10, 2014","163.99","164.05","164.16","163.18","4.00M","-0.21%"
"Mar 07, 2014","164.34","164.76","164.89","163.81","7.38M","0.15%"
"Mar 06, 2014","164.09","163.82","164.31","163.76","4.66M","0.45%"
"Mar 05, 2014","163.35","163.78","163.82","163.21","4.97M","-0.17%"
"Mar 04, 2014","163.63","163.13","164.00","163.05","7.95M","1.33%"
"Mar 03, 2014","161.49","161.59","162.19","160.49","9.16M","-0.94%"
"Feb 28, 2014","163.02","162.56","163.77","162.01","10.01M","0.29%"
"Feb 27, 2014","162.55","161.64","162.56","161.37","5.29M","0.44%"
"Feb 26, 2014","161.84","161.71","162.26","161.27","5.03M","0.21%"
"Feb 25, 2014","161.50","161.74","162.24","161.13","6.08M","-0.10%"
"Feb 24, 2014","161.66","161.02","162.69","160.97","6.71M","0.53%"
"Feb 21, 2014","160.81","161.08","161.62","160.62","5.27M","-0.31%"
"Feb 20, 2014","161.31","160.56","161.72","160.10","7.04M","0.49%"
"Feb 19, 2014","160.52","161.02","162.34","160.38","8.25M","-0.55%"
"Feb 18, 2014","161.41","161.70","161.76","161.13","4.97M","-0.11%"
"Feb 14, 2014","161.59","160.08","161.83","159.90","5.99M","0.81%"
"Feb 13, 2014","160.29","158.66","160.47","158.61","5.09M","0.36%"
"Feb 12, 2014","159.71","160.00","160.45","159.34","5.26M","-0.03%"
"Feb 11, 2014","159.76","158.06","160.09","157.94","7.62M","1.27%"
"Feb 10, 2014","157.75","157.76","157.82","157.13","4.79M","-0.02%"
"Feb 07, 2014","157.78","156.56","157.80","156.05","12.55M","1.05%"
"Feb 06, 2014","156.14","154.70","156.15","154.70","10.43M","1.27%"
"Feb 05, 2014","154.18","153.72","154.51","153.12","11.61M","0.06%"
"Feb 04, 2014","154.08","153.95","154.53","153.26","11.86M","0.36%"
"Feb 03, 2014","153.53","156.57","156.76","153.25","18.18M","-2.05%"
"Jan 31, 2014","156.75","156.23","157.70","155.85","10.69M","-0.90%"
"Jan 30, 2014","158.17","158.30","158.77","157.37","7.87M","0.68%"
"Jan 29, 2014","157.10","157.66","158.25","156.75","14.29M","-1.16%"
"Jan 28, 2014","158.94","158.47","159.17","158.28","8.32M","0.58%"
"Jan 27, 2014","158.02","158.71","159.11","157.51","14.28M","-0.29%"
"Jan 24, 2014","158.48","160.71","160.89","158.48","14.73M","-2.00%"
"Jan 23, 2014","161.71","162.43","162.43","161.07","9.96M","-1.08%"
"Jan 22, 2014","163.47","163.76","163.80","162.99","5.42M","-0.16%"
"Jan 21, 2014","163.73","165.03","165.05","162.79","9.43M","-0.21%"
"Jan 17, 2014","164.08","163.79","164.59","163.61","8.01M","0.06%"
"Jan 16, 2014","163.98","164.22","164.33","163.52","5.18M","-0.36%"
"Jan 15, 2014","164.57","163.66","164.80","163.59","7.78M","0.69%"
"Jan 14, 2014","163.45","162.74","163.47","162.37","7.34M","0.75%"
"Jan 13, 2014","162.24","163.90","164.28","162.14","10.68M","-1.18%"
"Jan 10, 2014","164.18","164.56","164.69","163.52","7.50M","-0.01%"
"Jan 09, 2014","164.19","164.95","164.99","163.52","8.22M","-0.10%"
"Jan 08, 2014","164.35","164.70","164.83","163.91","9.46M","-0.38%"
"Jan 07, 2014","164.97","164.66","165.29","164.52","5.39M","0.66%"
"Jan 06, 2014","163.89","164.99","165.06","163.71","7.45M","-0.30%"
"Jan 03, 2014","164.39","164.40","164.87","164.04","6.13M","0.17%"
"Jan 02, 2014","164.11","164.79","165.01","163.84","9.29M","-0.82%"
